rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
864.52,2021,1,2021H1,3,Cork,Munster,Clonakilty,"Clonakilty, Cork",All property types,1 to 3 bed,2.0,False,False,False
968.53,2021,1,2021H1,3,Cork,Munster,Cloyne,"Cloyne, Cork",All property types,1 to 3 bed,2.0,False,False,False
950.66,2021,1,2021H1,3,Cork,Munster,Cobh,"Cobh, Cork",All property types,1 to 3 bed,2.0,False,False,False
1024.43,2021,1,2021H1,3,Cork,Munster,Crosshaven,"Crosshaven, Cork",All property types,1 to 3 bed,2.0,False,False,False
1288.94,2021,1,2021H1,3,Cork,Munster,Douglas,"Douglas, Cork",All property types,1 to 3 bed,2.0,False,False,False
778.64,2021,1,2021H1,3,Cork,Munster,Dunmanway,"Dunmanway, Cork",All property types,1 to 3 bed,2.0,False,False,False
859.74,2021,1,2021H1,3,Cork,Munster,Fermoy,"Fermoy, Cork",All property types,1 to 3 bed,2.0,False,False,False
1144.11,2021,1,2021H1,3,Cork,Munster,Glanmire,"Glanmire, Cork",All property types,1 to 3 bed,2.0,False,False,False
823.44,2021,1,2021H1,3,Cork,Munster,Kanturk,"Kanturk, Cork",All property types,1 to 3 bed,2.0,False,False,False
1237.1,2021,1,2021H1,3,Cork,Munster,Kinsale,"Kinsale, Cork",All property types,1 to 3 bed,2.0,False,False,False
789.71,2021,1,2021H1,3,Cork,Munster,Macroom,"Macroom, Cork",All property types,1 to 3 bed,2.0,False,False,False
923.06,2021,1,2021H1,3,Cork,Munster,Mallow,"Mallow, Cork",All property types,1 to 3 bed,2.0,False,False,False
1025.11,2021,1,2021H1,3,Cork,Munster,Midleton,"Midleton, Cork",All property types,1 to 3 bed,2.0,False,False,False
755.91,2021,1,2021H1,3,Cork,Munster,Mitchelstown,"Mitchelstown, Cork",All property types,1 to 3 bed,2.0,False,False,False
1147.05,2021,1,2021H1,3,Cork,Munster,Passage West,"Passage West, Cork",All property types,1 to 3 bed,2.0,False,False,False
982.56,2021,1,2021H1,3,Cork,Munster,Rathcormac,"Rathcormac, Cork",All property types,1 to 3 bed,2.0,False,False,False
1299.79,2021,1,2021H1,3,Cork,Munster,Rochestown,"Rochestown, Cork",All property types,1 to 3 bed,2.0,False,False,False
706.09,2021,1,2021H1,3,Cork,Munster,Skibbereen,"Skibbereen, Cork",All property types,1 to 3 bed,2.0,False,False,False
1152.55,2021,1,2021H1,3,Cork,Munster,Wilton,"Wilton, Cork",All property types,1 to 3 bed,2.0,False,False,False
803.56,2021,1,2021H1,3,Cork,Munster,Youghal,"Youghal, Cork",All property types,1 to 3 bed,2.0,False,False,False
579.05,2021,1,2021H1,3,Donegal,Ulster,Donegal,Donegal,All property types,1 to 3 bed,2.0,False,False,True
593.17,2021,1,2021H1,3,Donegal,Ulster,Donegal Town,Donegal Town,All property types,1 to 3 bed,2.0,False,False,False
527.69,2021,1,2021H1,3,Donegal,Ulster,Ballybofey,"Ballybofey, Donegal",All property types,1 to 3 bed,2.0,False,False,False
517.29,2021,1,2021H1,3,Donegal,Ulster,Buncrana,"Buncrana, Donegal",All property types,1 to 3 bed,2.0,False,False,False
562.58,2021,1,2021H1,3,Donegal,Ulster,Bundoran,"Bundoran, Donegal",All property types,1 to 3 bed,2.0,False,False,False
495.14,2021,1,2021H1,3,Donegal,Ulster,Carndonagh,"Carndonagh, Donegal",All property types,1 to 3 bed,2.0,False,False,False
640.53,2021,1,2021H1,3,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",All property types,1 to 3 bed,2.0,False,False,False
497.62,2021,1,2021H1,3,Donegal,Ulster,Lifford,"Lifford, Donegal",All property types,1 to 3 bed,2.0,False,False,False
511.32,2021,1,2021H1,3,Donegal,Ulster,Stranorlar,"Stranorlar, Donegal",All property types,1 to 3 bed,2.0,False,False,False
1678.44,2021,1,2021H1,3,Dublin,Leinster,Dublin,Dublin,All property types,1 to 3 bed,2.0,True,True,True
1359.12,2021,1,2021H1,3,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1922.25,2021,1,2021H1,3,Dublin,Leinster,Blackrock,"Blackrock, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1997.79,2021,1,2021H1,3,Dublin,Leinster,Booterstown,"Booterstown, Dublin",All property types,1 to 3 bed,2.0,True,True,False
2147.2,2021,1,2021H1,3,Dublin,Leinster,Dalkey,"Dalkey, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1577.77,2021,1,2021H1,3,Dublin,Leinster,Donabate,"Donabate, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1915.96,2021,1,2021H1,3,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",All property types,1 to 3 bed,2.0,True,True,False
2100.12,2021,1,2021H1,3,Dublin,Leinster,Glenageary,"Glenageary, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1765.51,2021,1,2021H1,3,Dublin,Leinster,Howth,"Howth, Dublin",All property types,1 to 3 bed,2.0,True,True,False
2018.83,2021,1,2021H1,3,Dublin,Leinster,Killiney,"Killiney, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1589.7,2021,1,2021H1,3,Dublin,Leinster,Kinsealy,"Kinsealy, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1673.2,2021,1,2021H1,3,Dublin,Leinster,Lucan,"Lucan, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1478.99,2021,1,2021H1,3,Dublin,Leinster,Lusk,"Lusk, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1875.16,2021,1,2021H1,3,Dublin,Leinster,Malahide,"Malahide, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1706.82,2021,1,2021H1,3,Dublin,Leinster,Monkstown,"Monkstown, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1626.25,2021,1,2021H1,3,Dublin,Leinster,Portmarnock,"Portmarnock, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1458.57,2021,1,2021H1,3,Dublin,Leinster,Rathcoole,"Rathcoole, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1397.29,2021,1,2021H1,3,Dublin,Leinster,Rush,"Rush, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1573.21,2021,1,2021H1,3,Dublin,Leinster,Saggart,"Saggart, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1791.9,2021,1,2021H1,3,Dublin,Leinster,Sandycove,"Sandycove, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1676.15,2021,1,2021H1,3,Dublin,Leinster,Shankill,"Shankill, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1494.71,2021,1,2021H1,3,Dublin,Leinster,Skerries,"Skerries, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1908.35,2021,1,2021H1,3,Dublin,Leinster,Stillorgan,"Stillorgan, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1575.41,2021,1,2021H1,3,Dublin,Leinster,Swords,"Swords, Dublin",All property types,1 to 3 bed,2.0,True,True,False
1589.53,2021,1,2021H1,3,Dublin,Leinster,Dublin 1,Dublin 1,All property types,1 to 3 bed,2.0,True,True,False
1799.57,2021,1,2021H1,3,Dublin,Leinster,I.F.S.C.,"I.F.S.C., Dublin 1",All property types,1 to 3 bed,2.0,True,True,False
1704.41,2021,1,2021H1,3,Dublin,Leinster,Parnell Street,"Parnell Street, Dublin 1",All property types,1 to 3 bed,2.0,True,True,False
2119.36,2021,1,2021H1,3,Dublin,Leinster,Spencer Dock,"Spencer Dock, Dublin 1",All property types,1 to 3 bed,2.0,True,True,False
1598.58,2021,1,2021H1,3,Dublin,Leinster,Summerhill,"Summerhill, Dublin 1",All property types,1 to 3 bed,2.0,True,True,False
2020.64,2021,1,2021H1,3,Dublin,Leinster,Dublin 2,Dublin 2,All property types,1 to 3 bed,2.0,True,True,False
2074.98,2021,1,2021H1,3,Dublin,Leinster,Charlemont Street,"Charlemont Street, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
2337.1,2021,1,2021H1,3,Dublin,Leinster,Grand Canal Dock,"Grand Canal Dock, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
2346.01,2021,1,2021H1,3,Dublin,Leinster,Hanover Quay,"Hanover Quay, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
1737.78,2021,1,2021H1,3,Dublin,Leinster,Pearse Street,"Pearse Street, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
1636.17,2021,1,2021H1,3,Dublin,Leinster,Tara Street,"Tara Street, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
1719.1,2021,1,2021H1,3,Dublin,Leinster,Temple Bar,"Temple Bar, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
1714.39,2021,1,2021H1,3,Dublin,Leinster,Townsend Street,"Townsend Street, Dublin 2",All property types,1 to 3 bed,2.0,True,True,False
1616.94,2021,1,2021H1,3,Dublin,Leinster,Dublin 3,Dublin 3,All property types,1 to 3 bed,2.0,True,True,False
1406.68,2021,1,2021H1,3,Dublin,Leinster,Clonliffe,"Clonliffe, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
1683.55,2021,1,2021H1,3,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
1437.98,2021,1,2021H1,3,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
1720.47,2021,1,2021H1,3,Dublin,Leinster,East Wall,"East Wall, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
1449.58,2021,1,2021H1,3,Dublin,Leinster,Fairview,"Fairview, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
1663.72,2021,1,2021H1,3,Dublin,Leinster,Marino,"Marino, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
1539.22,2021,1,2021H1,3,Dublin,Leinster,North Strand,"North Strand, Dublin 3",All property types,1 to 3 bed,2.0,True,True,False
2081.63,2021,1,2021H1,3,Dublin,Leinster,Dublin 4,Dublin 4,All property types,1 to 3 bed,2.0,True,True,False
2240.23,2021,1,2021H1,3,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
1862.34,2021,1,2021H1,3,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
2017.47,2021,1,2021H1,3,Dublin,Leinster,Irishtown,"Irishtown, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
1946.92,2021,1,2021H1,3,Dublin,Leinster,Merrion,"Merrion, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
2153.57,2021,1,2021H1,3,Dublin,Leinster,Pembroke,"Pembroke, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
1906.7,2021,1,2021H1,3,Dublin,Leinster,Ringsend,"Ringsend, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
2042.56,2021,1,2021H1,3,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",All property types,1 to 3 bed,2.0,True,True,False
1669.74,2021,1,2021H1,3,Dublin,Leinster,Dublin 5,Dublin 5,All property types,1 to 3 bed,2.0,True,True,False
1656.99,2021,1,2021H1,3,Dublin,Leinster,Artane,"Artane, Dublin 5",All property types,1 to 3 bed,2.0,True,True,False
1750.14,2021,1,2021H1,3,Dublin,Leinster,Killester,"Killester, Dublin 5",All property types,1 to 3 bed,2.0,True,True,False
1707.69,2021,1,2021H1,3,Dublin,Leinster,Raheny,"Raheny, Dublin 5",All property types,1 to 3 bed,2.0,True,True,False
1547.18,2021,1,2021H1,3,Dublin,Leinster,Dublin 6,Dublin 6,All property types,1 to 3 bed,2.0,True,True,False
1693.14,2021,1,2021H1,3,Dublin,Leinster,Dartry,"Dartry, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1639.15,2021,1,2021H1,3,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1986.79,2021,1,2021H1,3,Dublin,Leinster,Milltown,"Milltown, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1620.13,2021,1,2021H1,3,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1462.9,2021,1,2021H1,3,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1350.86,2021,1,2021H1,3,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1600.93,2021,1,2021H1,3,Dublin,Leinster,Terenure,"Terenure, Dublin 6",All property types,1 to 3 bed,2.0,True,True,False
1769.92,2021,1,2021H1,3,Dublin,Leinster,Dublin 6W,Dublin 6W,All property types,1 to 3 bed,2.0,True,True,False
1574.79,2021,1,2021H1,3,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6W",All property types,1 to 3 bed,2.0,True,True,False
1789.85,2021,1,2021H1,3,Dublin,Leinster,Templeogue,"Templeogue, Dublin 6W",All property types,1 to 3 bed,2.0,True,True,False
1725.18,2021,1,2021H1,3,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",All property types,1 to 3 bed,2.0,True,True,False
1473.29,2021,1,2021H1,3,Dublin,Leinster,Dublin 7,Dublin 7,All property types,1 to 3 bed,2.0,True,True,False
1704.1,2021,1,2021H1,3,Dublin,Leinster,Arbour Hill,"Arbour Hill, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1274.56,2021,1,2021H1,3,Dublin,Leinster,Cabra,"Cabra, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1670.72,2021,1,2021H1,3,Dublin,Leinster,Navan Road,"Navan Road, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1434.24,2021,1,2021H1,3,Dublin,Leinster,North Circular Road,"North Circular Road, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1066.45,2021,1,2021H1,3,Dublin,Leinster,Phibsboro,"Phibsboro, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1744.69,2021,1,2021H1,3,Dublin,Leinster,Smithfield,"Smithfield, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1599.99,2021,1,2021H1,3,Dublin,Leinster,Stoneybatter,"Stoneybatter, Dublin 7",All property types,1 to 3 bed,2.0,True,True,False
1602.92,2021,1,2021H1,3,Dublin,Leinster,Dublin 8,Dublin 8,All property types,1 to 3 bed,2.0,True,True,False
1551.74,2021,1,2021H1,3,Dublin,Leinster,Christchurch,"Christchurch, Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1538.39,2021,1,2021H1,3,Cork,Munster,Cork Street,"Cork Street, Dublin 8",All property types,1 to 3 bed,2.0,False,True,False
1503.5,2021,1,2021H1,3,Dublin,Leinster,Inchicore,"Inchicore, Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1887.1,2021,1,2021H1,3,Dublin,Leinster,Islandbridge,"Islandbridge, Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1581.63,2021,1,2021H1,3,Dublin,Leinster,Kilmainham ,"Kilmainham , Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1400.55,2021,1,2021H1,3,Dublin,Leinster,Portobello,"Portobello, Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1483.38,2021,1,2021H1,3,Dublin,Leinster,Rialto,"Rialto, Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1528.98,2021,1,2021H1,3,Dublin,Leinster,South Circular Road,"South Circular Road, Dublin 8",All property types,1 to 3 bed,2.0,True,True,False
1517.79,2021,1,2021H1,3,Dublin,Leinster,Dublin 9,Dublin 9,All property types,1 to 3 bed,2.0,True,True,False
1572.15,2021,1,2021H1,3,Dublin,Leinster,Ballymun,"Ballymun, Dublin 9",All property types,1 to 3 bed,2.0,True,True,False
1660.57,2021,1,2021H1,3,Dublin,Leinster,Beaumont,"Beaumont, Dublin 9",All property types,1 to 3 bed,2.0,True,True,False
1412.74,2021,1,2021H1,3,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 9",All property types,1 to 3 bed,2.0,True,True,False
1448.32,2021,1,2021H1,3,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",All property types,1 to 3 bed,2.0,True,True,False
1743.61,2021,1,2021H1,3,Dublin,Leinster,Santry,"Santry, Dublin 9",All property types,1 to 3 bed,2.0,True,True,False
1578.18,2021,1,2021H1,3,Dublin,Leinster,Whitehall,"Whitehall, Dublin 9",All property types,1 to 3 bed,2.0,True,True,False
1337.11,2021,1,2021H1,3,Dublin,Leinster,Dublin 10,Dublin 10,All property types,1 to 3 bed,2.0,True,True,False
1490.86,2021,1,2021H1,3,Dublin,Leinster,Ballyfermot,"Ballyfermot, Dublin 10",All property types,1 to 3 bed,2.0,True,True,False
1405.34,2021,1,2021H1,3,Dublin,Leinster,Cherry Orchard,"Cherry Orchard, Dublin 10",All property types,1 to 3 bed,2.0,True,True,False
1459.61,2021,1,2021H1,3,Dublin,Leinster,Dublin 11,Dublin 11,All property types,1 to 3 bed,2.0,True,True,False
1517.51,2021,1,2021H1,3,Dublin,Leinster,Ballymun,"Ballymun, Dublin 11",All property types,1 to 3 bed,2.0,True,True,False
1463.22,2021,1,2021H1,3,Dublin,Leinster,Finglas,"Finglas, Dublin 11",All property types,1 to 3 bed,2.0,True,True,False
1550.3,2021,1,2021H1,3,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 11",All property types,1 to 3 bed,2.0,True,True,False
1487.65,2021,1,2021H1,3,Dublin,Leinster,Meakstown,"Meakstown, Dublin 11",All property types,1 to 3 bed,2.0,True,True,False
1585.93,2021,1,2021H1,3,Dublin,Leinster,Dublin 12,Dublin 12,All property types,1 to 3 bed,2.0,True,True,False
1527.5,2021,1,2021H1,3,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",All property types,1 to 3 bed,2.0,True,True,False
1661.14,2021,1,2021H1,3,Dublin,Leinster,Drimnagh,"Drimnagh, Dublin 12",All property types,1 to 3 bed,2.0,True,True,False
1629.63,2021,1,2021H1,3,Dublin,Leinster,Kimmage,"Kimmage, Dublin 12",All property types,1 to 3 bed,2.0,True,True,False
1564.95,2021,1,2021H1,3,Dublin,Leinster,Walkinstown,"Walkinstown, Dublin 12",All property types,1 to 3 bed,2.0,True,True,False
1738.76,2021,1,2021H1,3,Dublin,Leinster,Dublin 13,Dublin 13,All property types,1 to 3 bed,2.0,True,True,False
1613.3,2021,1,2021H1,3,Dublin,Leinster,Baldoyle,"Baldoyle, Dublin 13",All property types,1 to 3 bed,2.0,True,True,False
1701.78,2021,1,2021H1,3,Dublin,Leinster,Balgriffin,"Balgriffin, Dublin 13",All property types,1 to 3 bed,2.0,True,True,False
1792.56,2021,1,2021H1,3,Dublin,Leinster,Clongriffin,"Clongriffin, Dublin 13",All property types,1 to 3 bed,2.0,True,True,False
1586.16,2021,1,2021H1,3,Dublin,Leinster,Donaghmede,"Donaghmede, Dublin 13",All property types,1 to 3 bed,2.0,True,True,False
1735.74,2021,1,2021H1,3,Dublin,Leinster,Sutton,"Sutton, Dublin 13",All property types,1 to 3 bed,2.0,True,True,False
1951.17,2021,1,2021H1,3,Dublin,Leinster,Dublin 14,Dublin 14,All property types,1 to 3 bed,2.0,True,True,False
2211.42,2021,1,2021H1,3,Dublin,Leinster,Churchtown,"Churchtown, Dublin 14",All property types,1 to 3 bed,2.0,True,True,False
1878.06,2021,1,2021H1,3,Dublin,Leinster,Clonskeagh,"Clonskeagh, Dublin 14",All property types,1 to 3 bed,2.0,True,True,False
1891.35,2021,1,2021H1,3,Dublin,Leinster,Dundrum,"Dundrum, Dublin 14",All property types,1 to 3 bed,2.0,True,True,False
2199.97,2021,1,2021H1,3,Dublin,Leinster,Goatstown,"Goatstown, Dublin 14",All property types,1 to 3 bed,2.0,True,True,False
1847.1,2021,1,2021H1,3,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 14",All property types,1 to 3 bed,2.0,True,True,False
1582.17,2021,1,2021H1,3,Dublin,Leinster,Dublin 15,Dublin 15,All property types,1 to 3 bed,2.0,True,True,False
1759.64,2021,1,2021H1,3,Dublin,Leinster,Ashtown,"Ashtown, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1528.59,2021,1,2021H1,3,Dublin,Leinster,Blanchardstown,"Blanchardstown, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1535.24,2021,1,2021H1,3,Dublin,Leinster,Carpenterstown,"Carpenterstown, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1766.07,2021,1,2021H1,3,Dublin,Leinster,Castleknock,"Castleknock, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1491.8,2021,1,2021H1,3,Dublin,Leinster,Clonee,"Clonee, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1566.89,2021,1,2021H1,3,Dublin,Leinster,Clonsilla,"Clonsilla, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1396.6,2021,1,2021H1,3,Dublin,Leinster,Mulhuddart,"Mulhuddart, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1469.19,2021,1,2021H1,3,Dublin,Leinster,Ongar,"Ongar, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1606.63,2021,1,2021H1,3,Dublin,Leinster,Porterstown,"Porterstown, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1594.73,2021,1,2021H1,3,Dublin,Leinster,Royal Canal Park,"Royal Canal Park, Dublin 15",All property types,1 to 3 bed,2.0,True,True,False
1921.83,2021,1,2021H1,3,Dublin,Leinster,Dublin 16,Dublin 16,All property types,1 to 3 bed,2.0,True,True,False
1784.08,2021,1,2021H1,3,Dublin,Leinster,Ballinteer,"Ballinteer, Dublin 16",All property types,1 to 3 bed,2.0,True,True,False
1915.63,2021,1,2021H1,3,Dublin,Leinster,Dundrum,"Dundrum, Dublin 16",All property types,1 to 3 bed,2.0,True,True,False
1771.74,2021,1,2021H1,3,Dublin,Leinster,Knocklyon,"Knocklyon, Dublin 16",All property types,1 to 3 bed,2.0,True,True,False
1843.92,2021,1,2021H1,3,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 16",All property types,1 to 3 bed,2.0,True,True,False
1903.75,2021,1,2021H1,3,Dublin,Leinster,Sandyford,"Sandyford, Dublin 16",All property types,1 to 3 bed,2.0,True,True,False
1489.07,2021,1,2021H1,3,Dublin,Leinster,Dublin 17,Dublin 17,All property types,1 to 3 bed,2.0,True,True,False
1628.08,2021,1,2021H1,3,Dublin,Leinster,Malahide Road,"Malahide Road, Dublin 17",All property types,1 to 3 bed,2.0,True,True,False
1868.91,2021,1,2021H1,3,Dublin,Leinster,Dublin 18,Dublin 18,All property types,1 to 3 bed,2.0,True,True,False
1802.49,2021,1,2021H1,3,Dublin,Leinster,Cabinteely,"Cabinteely, Dublin 18",All property types,1 to 3 bed,2.0,True,True,False
1710.4,2021,1,2021H1,3,Dublin,Leinster,Carrickmines,"Carrickmines, Dublin 18",All property types,1 to 3 bed,2.0,True,True,False
2178.36,2021,1,2021H1,3,Dublin,Leinster,Foxrock,"Foxrock, Dublin 18",All property types,1 to 3 bed,2.0,True,True,False
2000.84,2021,1,2021H1,3,Dublin,Leinster,Leopardstown,"Leopardstown, Dublin 18",All property types,1 to 3 bed,2.0,True,True,False
1835.31,2021,1,2021H1,3,Dublin,Leinster,Sandyford,"Sandyford, Dublin 18",All property types,1 to 3 bed,2.0,True,True,False
1704.15,2021,1,2021H1,3,Dublin,Leinster,Stepaside,"Stepaside, Dublin 18",All property types,1 to 3 bed,2.0,True,True,False
1500.05,2021,1,2021H1,3,Dublin,Leinster,Dublin 20,Dublin 20,All property types,1 to 3 bed,2.0,True,True,False
1448.06,2021,1,2021H1,3,Dublin,Leinster,Chapelizod,"Chapelizod, Dublin 20",All property types,1 to 3 bed,2.0,True,True,False
1663.12,2021,1,2021H1,3,Dublin,Leinster,Palmerstown,"Palmerstown, Dublin 20",All property types,1 to 3 bed,2.0,True,True,False
1501.01,2021,1,2021H1,3,Dublin,Leinster,Clondalkin,"Clondalkin, Dublin 22",All property types,1 to 3 bed,2.0,True,True,False
1547.95,2021,1,2021H1,3,Dublin,Leinster,Dublin 24,Dublin 24,All property types,1 to 3 bed,2.0,True,True,False
1603.59,2021,1,2021H1,3,Dublin,Leinster,Ballycullen,"Ballycullen, Dublin 24",All property types,1 to 3 bed,2.0,True,True,False
1834.82,2021,1,2021H1,3,Dublin,Leinster,Citywest,"Citywest, Dublin 24",All property types,1 to 3 bed,2.0,True,True,False
